mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm
240,36,86,.419,13,40,.325,21,23,.913,11,30,41,26,6,9,14,22,106,,,.551,.494,.465,.267,26.2,66.7,47.1,72.2,6.4,17.0,12.7,100.0,113.8,122.4,,240,39,83,.470,14,30,.467,22,32,.688,15,31,46,28,4,4,11,20,114,,,.587,.554,.361,.386,33.3,73.8,52.9,71.8,4.3,8.7,10.2,100.0,122.4,113.8,
240,45,93,.484,14,36,.389,20,30,.667,11,32,43,32,8,2,5,23,124,,,.584,.559,.387,.323,24.4,80.0,50.6,71.1,8.3,4.3,4.5,100.0,128.3,120.1,,240,37,80,.463,15,34,.441,27,35,.771,8,34,42,26,2,1,11,20,116,,,.608,.556,.425,.438,20.0,75.6,49.4,70.3,2.1,1.8,10.3,100.0,120.1,128.3,
240,37,77,.481,16,38,.421,26,29,.897,11,29,40,25,8,4,15,19,116,,,.646,.584,.494,.377,32.4,78.4,56.3,67.6,8.7,8.3,14.3,100.0,126.4,128.6,,240,43,83,.518,13,35,.371,19,25,.760,8,23,31,26,7,2,10,19,118,,,.628,.596,.422,.301,21.6,67.6,43.7,60.5,7.6,5.1,9.6,100.0,128.6,126.4,
240,42,89,.472,12,29,.414,12,15,.800,11,34,45,24,7,9,10,15,108,,,.565,.539,.326,.169,23.9,79.1,50.6,57.1,7.4,16.1,9.5,100.0,114.1,109.8,,240,38,88,.432,11,32,.344,17,19,.895,9,35,44,23,8,8,12,17,104,,,.540,.494,.364,.216,20.9,76.1,49.4,60.5,8.4,13.3,11.1,100.0,109.8,114.1,
240,48,88,.545,18,34,.529,10,11,.909,7,41,48,25,7,6,16,15,124,,,.668,.648,.386,.125,17.9,83.7,54.5,52.1,6.8,10.5,14.7,100.0,120.6,105.0,,240,42,94,.447,12,37,.324,12,15,.800,8,32,40,27,7,7,14,11,108,,,.537,.511,.394,.160,16.3,82.1,45.5,64.3,6.8,13.0,12.2,100.0,105.0,120.6,
240,49,90,.544,7,28,.250,9,11,.818,5,31,36,24,11,5,12,18,114,,,.601,.583,.311,.122,13.5,77.5,46.8,49.0,11.2,9.8,11.2,100.0,116.2,96.8,,240,37,81,.457,10,30,.333,11,16,.688,9,32,41,24,6,7,19,11,95,,,.540,.519,.370,.198,22.5,86.5,53.2,64.9,6.1,11.3,17.8,100.0,96.8,116.2,
240,35,80,.438,8,35,.229,17,19,.895,5,32,37,23,6,5,12,22,95,,,.538,.488,.438,.238,13.2,68.1,43.5,65.7,6.4,11.6,12.0,100.0,101.1,116.0,,240,39,88,.443,12,45,.267,19,26,.731,15,33,48,28,7,4,13,16,109,,,.548,.511,.511,.295,31.9,86.8,56.5,71.8,7.4,8.9,11.6,100.0,116.0,101.1,
240,42,92,.457,7,25,.280,27,31,.871,18,30,48,23,10,2,10,17,118,,,.559,.495,.272,.337,39.1,71.4,54.5,54.8,10.4,4.5,8.6,100.0,122.8,117.6,,240,41,89,.461,13,45,.289,18,21,.857,12,28,40,24,6,3,16,21,113,,,.575,.534,.506,.236,28.6,60.9,45.5,58.5,6.2,4.5,14.0,100.0,117.6,122.8,
240,40,97,.412,7,27,.259,17,22,.773,13,34,47,19,7,4,8,20,104,,,.487,.448,.278,.227,24.1,85.0,50.0,47.5,7.0,9.3,7.0,100.0,103.9,119.9,,240,43,85,.506,19,42,.452,15,22,.682,6,41,47,30,6,9,14,21,120,,,.634,.618,.494,.259,15.0,75.9,50.0,69.8,6.0,12.9,12.9,100.0,119.9,103.9,
240,40,79,.506,7,25,.280,18,30,.600,12,41,53,21,5,5,17,15,105,,,.569,.551,.316,.380,33.3,77.4,59.6,52.5,5.4,9.3,15.6,100.0,112.6,98.6,,240,36,92,.391,9,38,.237,11,15,.733,12,24,36,24,12,5,8,22,92,,,.467,.440,.413,.163,22.6,66.7,40.4,66.7,12.9,9.3,7.5,100.0,98.6,112.6,
