fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
46,91,0.505,12,24,0.5,23,28,0.821,6,27,33,26,9,5,8,27,127,0.615,0.571,0.264,0.308,14.6,81.8,44.6,56.5,8.8,9.3,7.2,123.8,125.7,e5794d1b-c2e8-44ad-98da-ea2310fd49db,Away,0,41,82,0.5,12,28,0.429,35,40,0.875,6,35,41,29,4,4,12,22,129,0.648,0.573,0.341,0.488,18.2,85.4,55.4,70.7,3.9,6.0,10.8,125.7,123.8
42,87,0.483,11,30,0.367,29,40,0.725,10,37,47,25,5,4,11,22,124,0.593,0.546,0.345,0.46,21.3,86.0,52.2,59.5,4.9,7.5,9.5,120.8,117.9,d5969754-48b3-4d4e-85b5-f7376d169b89,Home,1,43,89,0.483,12,36,0.333,23,26,0.885,6,37,43,25,9,2,9,29,121,0.602,0.551,0.404,0.292,14.0,78.7,47.8,58.1,8.8,3.5,8.2,117.9,120.8
41,85,0.482,12,26,0.462,22,27,0.815,7,39,46,25,5,6,12,20,116,0.599,0.553,0.306,0.318,17.1,81.3,51.7,61.0,5.0,11.5,11.0,115.7,110.7,34be11c0-35bf-45bc-9869-65bacd2ad787,Away,1,40,94,0.426,15,42,0.357,16,19,0.842,9,34,43,25,7,5,10,19,111,0.542,0.505,0.447,0.202,18.8,82.9,48.3,62.5,7.0,8.5,8.9,110.7,115.7
47,87,0.54,13,37,0.351,23,27,0.852,8,29,37,31,5,10,14,20,130,0.657,0.615,0.425,0.31,20.5,72.5,46.8,66.0,4.8,16.1,12.4,123.9,128.6,b4bc0ce6-d9c5-466b-a97a-2e412e611c64,Away,0,52,100,0.52,21,38,0.553,10,15,0.667,11,31,42,35,4,1,15,23,135,0.633,0.625,0.38,0.15,27.5,79.5,53.2,67.3,3.8,2.0,12.3,128.6,123.9
55,94,0.585,15,33,0.455,8,14,0.571,9,36,45,38,7,6,7,14,133,0.664,0.665,0.351,0.149,24.3,70.6,51.1,69.1,7.1,11.1,6.5,135.6,120.3,fffa3a00-4270-481d-bb21-e3a23ad3f6a7,Away,1,45,100,0.45,14,46,0.304,14,15,0.933,15,28,43,30,5,4,11,11,118,0.553,0.52,0.46,0.15,29.4,75.7,48.9,66.7,5.1,6.6,9.4,120.3,135.6
53,94,0.564,17,35,0.486,8,13,0.615,5,32,37,34,8,4,12,26,131,0.657,0.654,0.372,0.138,12.8,86.5,48.7,64.2,7.6,8.9,10.7,124.4,125.3,6291af06-a654-4211-b4ca-6584053f28b8,Away,0,44,81,0.543,16,36,0.444,28,36,0.778,5,34,39,34,6,4,15,16,132,0.682,0.642,0.444,0.444,13.5,87.2,51.3,77.3,5.7,6.8,13.4,125.3,124.4
46,84,0.548,12,30,0.4,16,18,0.889,7,30,37,31,4,2,15,17,120,0.653,0.619,0.357,0.214,21.9,73.2,50.7,67.4,4.2,3.4,14.0,126.4,132.7,63d83816-f49b-4e89-9e15-8c3471315b78,Away,0,49,93,0.527,15,34,0.441,13,13,1.0,11,25,36,34,6,5,7,17,126,0.638,0.608,0.366,0.14,26.8,78.1,49.3,69.4,6.3,9.3,6.6,132.7,126.4
35,81,0.432,17,34,0.5,26,37,0.703,8,23,31,25,5,8,13,21,113,0.581,0.537,0.42,0.457,16.0,62.2,35.6,71.4,5.0,16.0,11.8,112.0,143.8,2739600b-94d4-4bdf-ad7e-f5ea78ecfe33,Away,0,52,93,0.559,21,43,0.488,20,26,0.769,14,42,56,34,7,8,14,23,145,0.694,0.672,0.462,0.28,37.8,84.0,64.4,65.4,6.9,17.0,11.8,143.8,112.0
38,95,0.4,4,32,0.125,16,21,0.762,9,43,52,25,6,2,7,21,96,0.46,0.421,0.337,0.221,15.8,89.6,49.5,65.8,6.0,4.7,6.3,95.9,104.8,4ac2b6cf-d127-4cd5-95ed-f9d118c71d46,Home,0,33,82,0.402,16,39,0.41,23,25,0.92,5,48,53,20,3,7,13,16,105,0.565,0.5,0.476,0.305,10.4,84.2,50.5,60.6,3.0,11.1,12.3,104.8,95.9
45,88,0.511,20,38,0.526,11,18,0.611,13,32,45,34,9,4,12,14,121,0.631,0.625,0.432,0.205,34.2,72.7,54.9,75.6,9.7,6.5,11.1,130.1,104.3,771cd1e5-27fe-4cc7-b1fe-8107d9d796a9,Home,1,41,90,0.456,6,28,0.214,9,12,0.75,12,25,37,24,4,5,14,13,97,0.509,0.489,0.311,0.133,27.3,65.8,45.1,58.5,4.3,10.0,12.8,104.3,130.1
42,83,0.506,10,38,0.263,16,20,0.8,7,31,38,31,7,5,14,18,110,0.599,0.566,0.458,0.241,17.5,77.5,47.5,73.8,7.1,7.5,13.2,111.8,117.9,4c20af7f-87cc-42ec-8754-2a1e2f8aecbe,Home,0,48,91,0.527,6,24,0.25,14,17,0.824,9,33,42,30,7,5,12,22,116,0.589,0.56,0.264,0.187,22.5,82.5,52.5,62.5,7.1,11.1,10.9,117.9,111.8
38,92,0.413,11,34,0.324,13,23,0.565,11,20,31,29,10,5,10,18,100,0.49,0.473,0.37,0.25,19.3,57.1,33.7,76.3,10.0,10.2,8.9,100.1,126.2,c09e2798-6205-45f1-b193-5420b8a7879a,Away,0,48,88,0.545,14,39,0.359,16,20,0.8,15,46,61,27,4,7,22,20,126,0.651,0.625,0.443,0.227,42.9,80.7,66.3,56.3,4.0,12.1,18.5,126.2,100.1
35,79,0.443,8,23,0.348,22,23,0.957,12,35,47,31,7,8,17,14,100,0.561,0.494,0.291,0.291,30.0,64.8,50.0,88.6,7.5,13.1,16.0,106.6,115.1,be24a698-af12-457e-84d0-7cba174c9fd9,Home,0,44,95,0.463,13,34,0.382,7,12,0.583,19,28,47,30,11,8,16,15,108,0.538,0.532,0.358,0.126,35.2,70.0,50.0,68.2,11.7,14.3,13.8,115.1,106.6
44,96,0.458,6,32,0.188,13,22,0.591,15,30,45,26,6,3,11,18,107,0.506,0.49,0.333,0.229,28.3,71.4,47.4,59.1,6.0,4.8,9.4,106.3,126.2,b7faf4fd-3868-4abb-bf97-615eb9f77fba,Home,0,48,95,0.505,9,32,0.281,22,24,0.917,12,38,50,29,6,7,11,17,127,0.602,0.553,0.337,0.253,28.6,71.7,52.6,60.4,6.0,10.9,9.4,126.2,106.3
41,89,0.461,15,31,0.484,28,32,0.875,15,31,46,29,12,3,14,30,125,0.606,0.545,0.348,0.36,32.6,60.8,47.4,70.7,11.8,4.4,12.0,123.4,124.4,87397f9d-c65b-4b28-aee8-da0fd81078ad,Away,0,44,95,0.463,6,27,0.222,32,40,0.8,20,31,51,27,7,4,14,21,126,0.56,0.495,0.284,0.421,39.2,67.4,52.6,61.4,6.9,6.9,11.1,124.4,123.4
43,83,0.518,14,29,0.483,18,20,0.9,9,29,38,34,10,4,20,20,118,0.643,0.602,0.349,0.241,25.0,82.9,53.5,79.1,10.0,9.3,17.9,118.4,107.4,0bafd42c-5043-40f9-8000-aa18ed5bab22,Away,1,38,75,0.507,11,32,0.344,20,27,0.741,6,27,33,21,9,9,20,16,107,0.616,0.58,0.427,0.36,17.1,75.0,46.5,55.3,9.0,16.7,18.7,107.4,118.4
40,91,0.44,11,33,0.333,15,20,0.75,8,29,37,17,11,5,14,18,106,0.531,0.5,0.363,0.22,16.0,80.6,43.0,42.5,10.4,8.1,12.3,100.4,127.9,0763a5f7-b3b9-4c23-8a48-ba312bb0531f,Away,0,55,93,0.591,11,31,0.355,14,17,0.824,7,42,49,30,9,3,15,20,135,0.672,0.651,0.333,0.183,19.4,84.0,57.0,54.5,8.5,5.2,13.0,127.9,100.4
48,101,0.475,14,35,0.4,17,21,0.81,11,37,48,38,6,5,12,16,127,0.576,0.545,0.347,0.208,26.2,72.5,51.6,79.2,5.6,10.6,9.8,118.9,126.3,8dc069e2-f5c7-40c2-9a0d-9bb0d961138d,Away,0,52,110,0.473,23,63,0.365,8,8,1.0,14,31,45,40,6,8,11,15,135,0.595,0.577,0.573,0.073,27.5,73.8,48.4,76.9,5.6,12.1,8.8,126.3,118.9
40,84,0.476,10,31,0.323,10,15,0.667,10,28,38,27,4,6,18,12,100,0.552,0.536,0.369,0.179,22.7,62.2,42.7,67.5,4.1,10.2,16.6,103.7,143.1,a560bdae-6b08-49c3-990e-d6cb66ce20d4,Away,0,53,104,0.51,19,45,0.422,13,13,1.0,17,34,51,36,11,5,7,13,138,0.629,0.601,0.433,0.125,37.8,77.3,57.3,67.9,11.4,9.4,6.0,143.1,103.7
43,81,0.531,17,33,0.515,20,24,0.833,7,34,41,30,5,3,11,17,123,0.672,0.636,0.407,0.296,19.4,79.1,51.9,69.8,5.2,5.9,10.7,128.5,122.3,851d9fa1-d665-4ba3-8086-6e96a8ac8d51,Away,1,44,90,0.489,16,39,0.41,13,20,0.65,9,29,38,27,6,2,10,20,117,0.592,0.578,0.433,0.222,20.9,80.6,48.1,61.4,6.3,4.2,9.2,122.3,128.5
40,95,0.421,10,33,0.303,17,19,0.895,16,25,41,24,14,8,12,17,107,0.518,0.474,0.347,0.2,30.8,67.6,46.1,60.0,14.5,17.0,10.4,110.5,107.4,e9b0bca7-efdd-4ce9-af66-6da7fb676a41,Home,1,38,85,0.447,15,38,0.395,13,16,0.813,12,36,48,22,5,3,22,20,104,0.565,0.535,0.447,0.188,32.4,69.2,53.9,57.9,5.2,4.8,19.3,107.4,110.5
35,87,0.402,9,31,0.29,16,23,0.696,12,28,40,22,7,3,11,14,95,0.489,0.454,0.356,0.264,26.7,66.7,46.0,62.9,7.6,5.9,10.2,102.8,128.7,abcbbfc0-95b9-408e-ab3c-1d2a26fd4257,Home,0,48,92,0.522,14,41,0.341,9,13,0.692,14,33,47,36,5,4,11,18,119,0.609,0.598,0.446,0.141,33.3,73.3,54.0,75.0,5.4,7.1,10.1,128.7,102.8
39,98,0.398,8,31,0.258,13,16,0.813,16,31,47,25,11,4,19,20,99,0.471,0.439,0.316,0.163,28.1,86.1,50.5,64.1,10.2,7.0,15.3,92.2,113.6,400104c8-cfae-4478-bde3-1ba1abef243b,Home,0,46,87,0.529,11,30,0.367,19,23,0.826,5,41,46,37,12,13,19,14,122,0.628,0.592,0.345,0.264,13.9,71.9,49.5,80.4,11.2,19.4,16.4,113.6,92.2
50,98,0.51,6,26,0.231,19,26,0.731,15,41,56,30,6,7,15,20,125,0.571,0.541,0.265,0.265,33.3,82.0,58.9,60.0,5.7,12.5,12.1,118.6,120.5,0e667c65-17d0-424f-a0b8-36cf1983ba93,Home,0,47,97,0.485,17,41,0.415,16,23,0.696,9,30,39,32,9,9,8,20,127,0.593,0.572,0.423,0.237,18.0,66.7,41.1,68.1,8.5,12.5,6.9,120.5,118.6
41,84,0.488,14,31,0.452,25,30,0.833,7,38,45,24,10,6,11,18,121,0.622,0.571,0.369,0.357,17.5,86.4,53.6,58.5,10.0,14.0,10.2,120.5,92.6,8c12d9f7-2199-47a3-b122-9b35b99d5b0a,Home,1,33,80,0.413,11,37,0.297,16,22,0.727,6,33,39,19,7,2,20,24,93,0.519,0.481,0.463,0.275,13.6,82.5,46.4,57.6,7.0,3.8,18.2,92.6,120.5
50,102,0.49,15,39,0.385,8,8,1.0,11,36,47,37,3,7,12,20,123,0.583,0.564,0.382,0.078,24.4,64.3,46.5,74.0,2.9,10.4,10.2,119.8,117.9,88dcaa9c-de30-4960-8ae0-857b7d3335e3,Away,1,46,106,0.434,12,39,0.308,17,24,0.708,20,34,54,27,5,4,9,11,121,0.519,0.491,0.368,0.226,35.7,75.6,53.5,58.7,4.9,6.3,7.2,117.9,119.8
