mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm
240,37,80,.463,10,28,.357,24,30,.800,13,24,37,14,7,4,10,16,108,,,.579,.525,.350,.375,28.9,60.0,43.5,37.8,7.8,7.3,9.7,100.0,120.5,133.9,,240,46,91,.505,12,36,.333,16,17,.941,16,32,48,34,3,6,12,20,120,,,.609,.571,.396,.187,40.0,71.1,56.5,73.9,3.3,11.5,10.9,100.0,133.9,120.5,
240,39,85,.459,11,31,.355,14,15,.933,15,27,42,29,6,3,13,16,103,,,.562,.524,.365,.176,34.9,65.9,50.0,74.4,6.9,5.2,12.4,100.0,118.8,129.2,,240,42,86,.488,12,28,.429,16,19,.842,14,28,42,26,8,6,9,11,112,,,.593,.558,.326,.221,34.1,65.1,50.0,61.9,9.2,11.1,8.7,100.0,129.2,118.8,
265,41,89,.461,11,30,.367,29,33,.879,11,27,38,29,9,7,17,27,122,,,.589,.522,.337,.371,27.5,62.8,45.8,70.7,8.6,10.6,14.1,100.0,117.1,122.9,,265,45,93,.484,16,27,.593,22,31,.710,16,29,45,26,3,7,17,23,128,,,.600,.570,.290,.333,37.2,72.5,54.2,57.8,2.9,11.9,13.7,100.0,122.9,117.1,
240,33,76,.434,6,21,.286,12,17,.706,11,31,42,19,7,4,18,14,84,,,.503,.474,.276,.224,28.2,79.5,53.8,57.6,8.1,8.2,17.7,100.0,96.9,107.2,,240,36,76,.474,10,27,.370,11,16,.688,8,28,36,27,9,6,12,14,93,,,.560,.539,.355,.211,20.5,71.8,46.2,75.0,10.4,10.9,12.6,100.0,107.2,96.9,
240,39,87,.448,11,29,.379,20,25,.800,12,32,44,26,5,1,16,29,109,,,.556,.511,.333,.287,29.3,72.7,51.8,66.7,5.1,2.0,14.0,100.0,112.1,124.5,,240,39,84,.464,13,33,.394,30,34,.882,12,29,41,24,8,9,12,18,121,,,.611,.542,.393,.405,27.3,70.7,48.2,61.5,8.2,15.5,10.8,100.0,124.5,112.1,
240,31,83,.373,8,29,.276,21,30,.700,9,26,35,18,8,5,15,23,91,,,.473,.422,.349,.361,18.0,70.3,40.2,58.1,8.0,8.5,13.5,100.0,91.0,127.9,,240,46,89,.517,11,30,.367,25,27,.926,11,41,52,24,8,5,14,22,128,,,.634,.579,.337,.303,29.7,82.0,59.8,52.2,8.0,9.3,12.2,100.0,127.9,91.0,
240,46,101,.455,8,25,.320,12,18,.667,19,26,45,25,11,2,11,17,112,,,.514,.495,.248,.178,35.8,70.3,50.0,54.3,11.4,3.8,9.2,100.0,115.6,131.1,,240,50,85,.588,13,33,.394,14,22,.636,11,34,45,38,8,6,13,17,127,,,.671,.665,.388,.259,29.7,64.2,50.0,76.0,8.3,7.9,12.1,100.0,131.1,115.6,
240,33,95,.347,3,32,.094,11,16,.688,22,34,56,14,11,4,16,16,80,,,.392,.363,.337,.168,37.3,89.5,57.7,42.4,11.6,7.8,13.6,100.0,84.6,98.3,,240,37,75,.493,7,24,.292,12,17,.706,4,37,41,24,12,6,19,12,93,,,.564,.540,.320,.227,10.5,62.7,42.3,64.9,12.7,9.5,18.7,100.0,98.3,84.6,
240,35,86,.407,10,31,.323,16,19,.842,15,25,40,24,9,4,18,25,96,,,.509,.465,.360,.221,34.9,80.6,54.1,68.6,9.7,9.1,16.0,100.0,103.2,113.9,,240,37,70,.529,14,26,.538,18,26,.692,6,28,34,29,8,8,20,19,106,,,.651,.629,.371,.371,19.4,65.1,45.9,78.4,8.6,14.5,19.7,100.0,113.9,103.2,
240,48,92,.522,13,31,.419,13,16,.813,16,30,46,31,13,8,14,20,122,,,.616,.592,.337,.174,42.1,78.9,60.5,64.6,13.4,14.5,12.4,100.0,126.1,95.1,,240,35,79,.443,9,24,.375,13,22,.591,8,22,30,15,6,8,23,17,92,,,.519,.500,.304,.278,21.1,57.9,39.5,42.9,6.2,13.1,20.6,100.0,95.1,126.1,
