fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
44,84,0.524,11,29,0.379,20,21,0.952,6,43,49,21,7,2,17,17,119,0.638,0.589,0.345,0.25,16.2,86.0,56.3,47.7,6.8,4.1,15.4,116.3,96.8,9488665d-2aeb-4bc9-9f0b-d6dd366d8e9a,Home,1,36,86,0.419,10,37,0.27,17,24,0.708,7,31,38,27,8,2,14,19,99,0.513,0.477,0.43,0.279,14.0,83.8,43.7,75.0,7.8,3.6,12.7,96.8,116.3
41,81,0.506,13,32,0.406,26,30,0.867,10,30,40,27,6,9,14,20,121,0.642,0.586,0.395,0.37,27.0,65.2,48.2,65.9,6.4,19.1,12.9,128.3,119.8,9841908a-05b4-4832-9b4d-e6c5b20c8004,Home,1,40,92,0.435,16,45,0.356,17,19,0.895,16,27,43,22,8,2,13,24,113,0.563,0.522,0.489,0.207,34.8,73.0,51.8,55.0,8.5,4.1,11.5,119.8,128.3
50,88,0.568,16,33,0.485,28,34,0.824,8,34,42,36,8,6,9,21,144,0.699,0.659,0.375,0.386,22.9,73.9,51.9,72.0,7.9,10.2,8.0,142.8,120.9,d76e3057-f1f6-43d5-ae72-5ba98efab0c9,Home,1,44,94,0.468,11,35,0.314,23,26,0.885,12,27,39,20,7,4,10,22,122,0.579,0.527,0.372,0.277,26.1,77.1,48.1,45.5,6.9,7.3,8.7,120.9,142.8
56,98,0.571,19,38,0.5,20,23,0.87,14,32,46,26,4,9,11,19,151,0.698,0.668,0.388,0.235,37.8,74.4,57.5,46.4,3.9,14.5,9.2,148.8,125.1,aac200ba-eb47-409b-b661-cf7ce7ac155d,Away,1,49,95,0.516,12,33,0.364,17,21,0.81,11,23,34,38,6,7,11,21,127,0.609,0.579,0.347,0.221,25.6,62.2,42.5,77.6,5.9,11.7,9.5,125.1,148.8
43,77,0.558,11,31,0.355,23,25,0.92,7,37,44,27,6,4,14,22,120,0.682,0.63,0.403,0.325,23.3,74.0,55.0,62.8,6.4,8.3,13.7,127.8,118.2,a4fded7a-50d6-46d9-9b29-affe141bca85,Away,1,39,91,0.429,14,43,0.326,19,27,0.704,13,23,36,23,8,3,8,19,111,0.539,0.505,0.473,0.297,26.0,76.7,45.0,59.0,8.5,6.5,7.2,118.2,127.8
44,93,0.473,17,43,0.395,10,12,0.833,12,28,40,23,9,5,16,18,115,0.585,0.565,0.462,0.129,27.3,82.4,51.3,52.3,9.0,9.4,14.0,115.6,134.7,deb167d7-bbf9-45b3-8a30-09301b9428c3,Away,0,51,87,0.586,16,34,0.471,16,18,0.889,6,32,38,35,9,5,12,11,134,0.706,0.678,0.391,0.207,17.6,72.7,48.7,68.6,9.0,10.0,11.2,134.7,115.6
41,89,0.461,11,34,0.324,15,15,1.0,9,25,34,25,4,4,11,24,108,0.565,0.522,0.382,0.169,20.0,62.5,40.0,61.0,4.1,9.8,10.3,112.0,150.4,45ea47d2-d9c0-472d-a96d-55e963c5f456,Home,0,49,94,0.521,25,53,0.472,22,28,0.786,15,36,51,33,4,5,10,19,145,0.682,0.654,0.564,0.298,37.5,80.0,60.0,67.3,4.1,9.1,8.6,150.4,112.0
40,85,0.471,14,34,0.412,19,25,0.76,11,34,45,24,7,3,13,14,113,0.589,0.553,0.4,0.294,24.4,81.0,51.7,60.0,7.1,4.7,11.9,115.0,105.9,637c3b94-9efe-4540-bcf1-b5d5c29c597b,Home,1,43,93,0.462,6,29,0.207,12,16,0.75,8,34,42,31,8,6,11,23,104,0.52,0.495,0.312,0.172,19.0,75.6,48.3,72.1,8.1,11.8,9.9,105.9,115.0
43,87,0.494,11,39,0.282,20,25,0.8,11,43,54,28,3,6,18,19,117,0.597,0.557,0.448,0.287,26.8,93.5,62.1,65.1,2.9,12.8,15.5,113.6,102.9,9fd84c70-640e-4024-a583-25c227575b6b,Home,1,38,87,0.437,13,40,0.325,17,20,0.85,3,30,33,29,10,4,12,22,106,0.553,0.511,0.46,0.23,6.5,73.2,37.9,76.3,9.7,8.3,11.1,102.9,113.6
47,80,0.588,14,29,0.483,13,14,0.929,6,31,37,25,10,3,17,20,121,0.702,0.675,0.363,0.175,20.7,72.1,51.4,53.2,10.6,6.1,16.5,127.7,109.7,ceb68365-5fd9-4095-a791-3316aace59d9,Home,1,35,83,0.422,11,34,0.324,23,29,0.793,12,23,35,24,7,3,14,17,104,0.543,0.488,0.41,0.349,27.9,79.3,48.6,68.6,7.4,5.9,12.8,109.7,127.7
42,76,0.553,18,34,0.529,29,32,0.906,10,26,36,25,9,5,14,18,131,0.727,0.671,0.447,0.421,31.3,72.2,52.9,59.5,9.6,11.4,13.5,140.2,130.6,5e22c4da-3c7e-4863-823e-4c3c07358168,Away,1,42,79,0.532,15,35,0.429,23,26,0.885,10,22,32,23,9,2,17,23,122,0.674,0.627,0.443,0.329,27.8,68.8,47.1,54.8,9.6,4.8,15.8,130.6,140.2
40,82,0.488,15,36,0.417,16,20,0.8,10,40,50,28,6,7,15,18,111,0.611,0.579,0.439,0.244,25.6,74.1,53.8,70.0,6.4,11.1,14.2,118.5,101.4,0aea841d-0829-46a5-9e99-7fa0ca066f3c,Away,1,33,92,0.359,12,29,0.414,17,23,0.739,14,29,43,22,9,5,9,17,95,0.465,0.424,0.315,0.25,25.9,74.4,46.2,66.7,9.6,10.9,8.1,101.4,118.5
36,91,0.396,14,37,0.378,17,19,0.895,13,27,40,21,12,5,16,19,103,0.518,0.473,0.407,0.209,28.9,77.1,50.0,58.3,12.3,9.4,13.9,105.5,108.6,47331dc4-6104-4bb5-8d34-4f71738dd0f3,Away,0,42,82,0.512,11,29,0.379,11,16,0.688,8,32,40,23,9,6,19,11,106,0.595,0.579,0.354,0.195,22.9,71.1,50.0,54.8,9.2,11.1,17.6,108.6,105.5
53,85,0.624,15,29,0.517,17,23,0.739,11,33,44,32,11,3,14,21,138,0.725,0.712,0.341,0.271,35.5,86.8,63.8,60.4,11.4,6.4,12.8,142.9,114.9,56c0a660-1b38-48e3-9838-3e3ab29b7200,Home,1,38,77,0.494,10,30,0.333,25,29,0.862,5,20,25,17,6,4,14,20,111,0.618,0.558,0.39,0.377,13.2,64.5,36.2,44.7,6.2,7.1,13.5,114.9,142.9
49,93,0.527,15,34,0.441,13,13,1.0,11,25,36,34,6,5,7,17,126,0.638,0.608,0.366,0.14,26.8,78.1,49.3,69.4,6.3,9.3,6.6,132.7,126.4,63d83816-f49b-4e89-9e15-8c3471315b78,Home,1,46,84,0.548,12,30,0.4,16,18,0.889,7,30,37,31,4,2,15,17,120,0.653,0.619,0.357,0.214,21.9,73.2,50.7,67.4,4.2,3.4,14.0,126.4,132.7
49,89,0.551,15,31,0.484,15,20,0.75,11,32,43,22,9,7,12,16,128,0.654,0.635,0.348,0.225,27.5,65.3,48.3,44.9,9.4,13.7,10.9,133.3,124.0,5bf42a78-26ba-495d-a4eb-d8e1e03953f9,Away,1,41,95,0.432,18,44,0.409,19,27,0.704,17,29,46,30,5,4,9,21,119,0.557,0.526,0.463,0.284,34.7,72.5,51.7,73.2,5.2,6.9,7.8,124.0,133.3
