fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
37,94,0.394,10,37,0.27,20,23,0.87,15,40,55,20,6,3,17,29,104,0.499,0.447,0.394,0.245,28.3,95.2,57.9,54.1,5.7,7.5,14.0,99.6,101.5,f14e5684-2d4c-45a3-9fd3-4f87737267ed,Away,0,36,74,0.486,12,34,0.353,22,37,0.595,2,38,40,24,11,6,19,22,106,0.587,0.568,0.459,0.5,4.8,71.7,42.1,66.7,10.5,10.5,17.4,101.5,99.6
52,98,0.531,12,36,0.333,19,25,0.76,14,42,56,36,10,2,15,19,135,0.619,0.592,0.367,0.255,31.1,91.3,61.5,69.2,9.2,3.6,12.1,124.5,109.8,512865c8-bffd-45c9-8a44-09bced8e659f,Home,1,45,91,0.495,13,35,0.371,16,26,0.615,4,31,35,26,10,6,12,13,119,0.581,0.566,0.385,0.286,8.7,68.9,38.5,57.8,9.2,9.7,10.5,109.8,124.5
35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,0.524,0.477,0.506,0.195,10.2,66.7,34.1,54.3,11.8,4.2,5.0,106.4,118.2,5ee1b2ab-159d-4cbb-a692-7b37d0d6dceb,Home,0,41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,0.594,0.567,0.415,0.293,33.3,89.8,65.9,48.8,3.2,14.0,14.7,118.2,106.4
55,93,0.591,11,31,0.355,14,17,0.824,7,42,49,30,9,3,15,20,135,0.672,0.651,0.333,0.183,19.4,84.0,57.0,54.5,8.5,5.2,13.0,127.9,100.4,0763a5f7-b3b9-4c23-8a48-ba312bb0531f,Home,1,40,91,0.44,11,33,0.333,15,20,0.75,8,29,37,17,11,5,14,18,106,0.531,0.5,0.363,0.22,16.0,80.6,43.0,42.5,10.4,8.1,12.3,100.4,127.9
31,88,0.352,10,30,0.333,18,27,0.667,10,31,41,20,10,7,11,26,90,0.451,0.409,0.341,0.307,17.5,73.8,41.4,64.5,9.9,11.7,9.9,89.2,110.0,3505c11f-3452-47d9-9096-d6a55b5f6fac,Away,0,40,90,0.444,11,30,0.367,20,27,0.741,11,47,58,21,6,11,16,19,111,0.545,0.506,0.333,0.3,26.2,82.5,58.6,52.5,5.9,19.0,13.6,110.0,89.2
50,97,0.515,12,25,0.48,17,23,0.739,20,28,48,26,5,3,15,16,129,0.602,0.577,0.258,0.237,50.0,84.8,65.8,52.0,5.1,5.6,12.3,132.7,135.8,14072ac5-ee1f-4ba9-b7e6-31f92a14c73a,Away,0,54,86,0.628,15,32,0.469,9,14,0.643,5,20,25,35,7,7,12,20,132,0.716,0.715,0.372,0.163,15.2,50.0,34.2,64.8,7.2,9.7,11.5,135.8,132.7
38,85,0.447,15,38,0.395,13,16,0.813,12,36,48,22,5,3,22,20,104,0.565,0.535,0.447,0.188,32.4,69.2,53.9,57.9,5.2,4.8,19.3,107.4,110.5,e9b0bca7-efdd-4ce9-af66-6da7fb676a41,Away,0,40,95,0.421,10,33,0.303,17,19,0.895,16,25,41,24,14,8,12,17,107,0.518,0.474,0.347,0.2,30.8,67.6,46.1,60.0,14.5,17.0,10.4,110.5,107.4
44,100,0.44,13,43,0.302,12,19,0.632,16,42,58,22,6,6,17,26,113,0.521,0.505,0.43,0.19,33.3,82.4,58.6,50.0,5.7,12.8,13.6,107.9,116.5,f4334dc9-e0d5-4f15-b851-26664aa68be3,Away,0,40,88,0.455,14,41,0.341,28,37,0.757,9,32,41,25,7,8,11,18,122,0.585,0.534,0.466,0.42,17.6,66.7,41.4,62.5,6.7,14.0,9.5,116.5,107.9
36,80,0.45,10,26,0.385,23,33,0.697,12,27,39,22,12,3,12,16,105,0.555,0.513,0.325,0.413,27.3,58.7,43.3,61.1,13.0,5.4,11.3,114.1,111.9,2b7e56e2-3f3e-4e33-aaf3-08f04736e83f,Home,1,42,92,0.457,12,36,0.333,7,12,0.583,19,32,51,19,4,4,17,23,103,0.529,0.522,0.391,0.13,41.3,72.7,56.7,45.2,4.3,7.4,14.9,111.9,114.1
42,102,0.412,11,36,0.306,18,28,0.643,22,34,56,20,9,4,9,25,113,0.494,0.466,0.353,0.275,36.7,81.0,54.9,47.6,9.1,9.1,7.3,114.8,122.9,f0b0091c-a955-47a1-89d2-179fbcd98b9f,Away,0,39,79,0.494,15,35,0.429,28,41,0.683,8,38,46,27,8,11,11,20,121,0.623,0.589,0.443,0.519,19.0,63.3,45.1,69.2,8.1,16.7,10.2,122.9,114.8
36,82,0.439,15,41,0.366,18,28,0.643,12,32,44,27,6,5,24,18,105,0.557,0.53,0.5,0.341,26.1,78.0,50.6,75.0,5.7,9.1,20.3,99.6,120.5,03098984-b08a-4005-ac09-5552b928c6aa,Away,0,50,96,0.521,16,41,0.39,11,18,0.611,9,34,43,35,16,6,14,21,127,0.611,0.604,0.427,0.188,22.0,73.9,49.4,70.0,15.2,14.6,11.9,120.5,99.6
