fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
51,86,0.593,14,33,0.424,12,16,0.75,4,38,42,36,4,4,13,19,128,0.688,0.674,0.384,0.186,11.8,82.6,52.5,70.6,4.0,7.5,12.3,126.6,118.7,5b9c4483-8cbb-4093-b2bd-3019245288f6,Away,1,41,89,0.461,15,36,0.417,23,28,0.821,8,30,38,25,8,3,10,13,120,0.592,0.545,0.404,0.315,17.4,88.2,47.5,61.0,7.9,5.7,9.0,118.7,126.6
53,93,0.57,14,35,0.4,19,22,0.864,8,51,59,41,6,8,13,10,139,0.677,0.645,0.376,0.237,21.6,79.7,58.4,77.4,5.8,15.4,11.2,134.2,74.4,0c1c57c1-2a56-4ec0-ac9c-7826a6204661,Home,1,28,101,0.277,11,49,0.224,10,16,0.625,13,29,42,16,8,8,10,19,77,0.356,0.332,0.485,0.158,20.3,78.4,41.6,57.1,7.7,13.8,8.5,74.4,134.2
43,94,0.457,8,36,0.222,18,21,0.857,12,34,46,23,9,4,9,19,112,0.542,0.5,0.383,0.223,23.5,75.6,47.9,53.5,9.2,8.2,8.0,114.1,101.8,816e1f73-01b7-4603-b0b3-623dec731eec,Home,1,39,84,0.464,7,35,0.2,15,24,0.625,11,39,50,21,5,8,16,22,100,0.529,0.506,0.417,0.286,24.4,76.5,52.1,53.8,5.1,13.8,14.5,101.8,114.1
40,96,0.417,15,49,0.306,10,11,0.909,13,27,40,23,11,6,11,18,105,0.521,0.495,0.51,0.115,26.5,77.1,47.6,57.5,11.3,10.0,9.8,108.3,115.5,83f50b90-901f-4960-b0a1-03b5a0e742f2,Away,0,44,84,0.524,8,24,0.333,16,18,0.889,8,36,44,30,7,9,17,12,112,0.609,0.571,0.286,0.214,22.9,73.5,52.4,68.2,7.2,19.1,15.6,115.5,108.3
42,83,0.506,16,34,0.471,17,20,0.85,9,26,35,30,5,5,12,19,117,0.637,0.602,0.41,0.241,25.0,68.4,47.3,71.4,5.4,11.4,11.6,126.7,138.6,7889c453-dd45-4036-a41d-ff3cd820b0a2,Away,0,47,87,0.54,20,43,0.465,14,23,0.609,12,27,39,30,5,10,10,18,128,0.659,0.655,0.494,0.264,31.6,75.0,52.7,63.8,5.4,20.4,9.3,138.6,126.7
48,86,0.558,14,32,0.438,24,28,0.857,7,31,38,36,8,10,16,29,134,0.681,0.64,0.372,0.326,20.6,73.8,50.0,75.0,7.6,17.5,14.0,127.4,122.7,7a1f9e77-5c6f-45e9-a1b3-142f6333f272,Away,1,43,89,0.483,13,32,0.406,30,36,0.833,11,27,38,33,7,4,15,21,129,0.615,0.556,0.36,0.404,26.2,79.4,50.0,76.7,6.7,7.4,12.5,122.7,127.4
32,81,0.395,8,24,0.333,30,35,0.857,9,28,37,21,12,4,8,20,102,0.529,0.444,0.296,0.432,18.0,75.7,42.5,65.6,12.7,10.5,7.7,107.5,102.3,7caede8b-c720-4f92-ad5f-e9d56d43b1ce,Away,1,31,75,0.413,14,37,0.378,21,29,0.724,9,41,50,22,4,7,21,26,97,0.553,0.507,0.493,0.387,24.3,82.0,57.5,71.0,4.2,12.3,19.3,102.3,107.5
43,89,0.483,7,23,0.304,18,28,0.643,10,33,43,23,9,10,12,18,111,0.548,0.522,0.258,0.315,22.7,73.3,48.3,53.5,9.0,21.3,10.6,110.8,108.8,398ea9bc-a6a5-4ec3-bd3b-5ade7ce7e728,Home,1,37,86,0.43,18,39,0.462,17,21,0.81,12,34,46,27,6,6,19,19,109,0.572,0.535,0.453,0.244,26.7,77.3,51.7,73.0,6.0,9.1,16.6,108.8,110.8
54,96,0.563,18,40,0.45,14,16,0.875,16,31,47,36,11,8,16,20,140,0.679,0.656,0.417,0.167,38.1,72.1,55.3,66.7,10.8,14.8,13.4,137.6,112.1,1a0b91aa-55ba-4efe-ba2f-cef4b63e159d,Away,1,43,86,0.5,9,32,0.281,19,25,0.76,12,26,38,30,7,11,19,14,114,0.588,0.552,0.372,0.291,27.9,61.9,44.7,69.8,6.9,19.6,16.4,112.1,137.6
42,88,0.477,10,33,0.303,13,14,0.929,6,39,45,22,11,5,13,11,107,0.568,0.534,0.375,0.159,15.4,83.0,52.3,52.4,11.1,10.9,12.1,108.3,84.0,18cf5f95-1e8e-4b39-ad33-fa976bc38700,Away,1,32,82,0.39,9,36,0.25,10,14,0.714,8,33,41,24,9,5,20,16,83,0.471,0.445,0.439,0.171,17.0,84.6,47.7,75.0,9.1,9.1,18.5,84.0,108.3
