fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Opponent,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,team
41,92,0.446,14,36,0.389,19,23,0.826,16,25,41,19,8,4,18,24,115,0.563,0.522,0.391,0.25,37.2,73.5,53.2,46.3,8.3,9.3,15.0,118.9,125.1,c6300bf7-f7e0-42b8-97a2-d35abab50189,Away,GSW,0,42,78,0.538,13,35,0.371,24,37,0.649,9,27,36,23,9,6,12,19,121,0.642,0.622,0.449,0.474,26.5,62.8,46.8,54.8,9.3,10.7,11.3,125.1,118.9,ORL
44,90,0.489,25,44,0.568,22,27,0.815,7,32,39,33,10,7,21,30,135,0.663,0.628,0.489,0.3,14.9,64.0,40.2,75.0,8.6,10.8,17.1,116.3,118.9,a416e726-cc19-4b4a-8c29-bd589a083f14,Away,SAC,0,51,105,0.486,15,40,0.375,21,31,0.677,18,40,58,36,9,3,21,21,138,0.582,0.557,0.381,0.295,36.0,85.1,59.8,70.6,7.8,6.5,15.0,118.9,116.3,ORL
41,82,0.5,17,36,0.472,23,34,0.676,11,29,40,25,9,3,15,20,122,0.629,0.604,0.439,0.415,27.5,76.3,51.3,61.0,8.9,4.8,13.4,120.7,118.7,55515238-9574-472f-b8c4-f5b5f3889045,Away,DEN,1,48,95,0.505,9,33,0.273,15,19,0.789,9,29,38,28,8,1,13,23,120,0.58,0.553,0.347,0.2,23.7,72.5,48.7,58.3,7.9,2.2,11.2,118.7,120.7,ORL
43,98,0.439,17,41,0.415,14,22,0.636,13,44,57,25,8,3,13,24,117,0.543,0.526,0.418,0.224,23.6,84.6,53.3,58.1,7.5,4.9,10.8,109.6,103.1,930147ac-5d36-4be1-95c5-4befbf76a3af,Home,ATL,1,42,91,0.462,9,30,0.3,17,29,0.586,8,42,50,21,9,10,13,23,110,0.53,0.511,0.33,0.319,15.4,76.4,46.7,50.0,8.4,17.5,11.1,103.1,109.6,ORL
34,94,0.362,13,42,0.31,11,18,0.611,16,30,46,20,13,5,13,22,92,0.451,0.431,0.447,0.191,27.1,85.7,48.9,58.8,13.2,10.0,11.3,93.5,114.9,4c362d7e-a49a-414d-ac2b-e17b1094ab0c,Home,MIN,0,43,80,0.538,12,30,0.4,15,19,0.789,5,43,48,34,8,4,18,18,113,0.639,0.613,0.375,0.238,14.3,72.9,51.1,79.1,8.1,7.7,16.9,114.9,93.5,ORL
36,82,0.439,12,40,0.3,12,20,0.6,10,28,38,26,10,8,13,20,96,0.529,0.512,0.488,0.244,25.6,70.0,48.1,72.2,10.9,14.0,12.5,104.6,107.8,a4465084-9399-42de-8310-4c1456437ee1,Away,MIA,0,37,83,0.446,8,26,0.308,17,20,0.85,12,29,41,23,6,1,17,17,99,0.539,0.494,0.313,0.241,30.0,74.4,51.9,62.2,6.5,2.4,15.6,107.8,104.6,ORL
39,84,0.464,7,35,0.2,15,24,0.625,11,39,50,21,5,8,16,22,100,0.529,0.506,0.417,0.286,24.4,76.5,52.1,53.8,5.1,13.8,14.5,101.8,114.1,461f2908-1562-4aaf-9da6-a0f7cbb72271,Away,OKC,0,43,94,0.457,8,36,0.222,18,21,0.857,12,34,46,23,9,4,9,19,112,0.542,0.5,0.383,0.223,23.5,75.6,47.9,53.5,9.2,8.2,8.0,114.1,101.8,ORL
38,85,0.447,8,29,0.276,14,21,0.667,13,33,46,26,2,3,8,20,98,0.52,0.494,0.341,0.247,31.7,71.7,52.9,68.4,2.3,7.0,7.8,113.9,109.2,3ee0b867-7c7b-4901-be85-8b599ce9c46e,Away,NYK,1,33,83,0.398,13,40,0.325,15,22,0.682,13,28,41,20,3,3,10,20,94,0.507,0.476,0.482,0.265,28.3,68.3,47.1,60.6,3.5,5.4,9.7,109.2,113.9,ORL
39,88,0.443,10,35,0.286,16,22,0.727,16,24,40,18,16,8,13,22,104,0.532,0.5,0.398,0.25,34.0,70.6,49.4,46.2,17.0,15.7,11.7,110.6,112.7,a30d8477-78ec-4290-b1e8-f40ea7b99543,Away,ATL,0,39,76,0.513,8,25,0.32,20,22,0.909,10,31,41,21,8,2,23,17,106,0.619,0.566,0.329,0.289,29.4,66.0,50.6,53.8,8.5,3.8,21.2,112.7,110.6,ORL
37,78,0.474,10,23,0.435,25,27,0.926,11,25,36,24,3,5,16,23,109,0.606,0.538,0.295,0.346,29.7,61.0,46.2,64.9,3.3,8.8,15.1,121.4,138.1,29ccccf0-ff9f-4335-9b05-8eac395c9b20,Home,PHI,0,42,87,0.483,13,30,0.433,27,29,0.931,16,26,42,23,11,5,8,23,124,0.621,0.557,0.345,0.333,39.0,70.3,53.8,54.8,12.3,9.1,7.4,138.1,121.4,ORL
37,78,0.474,9,28,0.321,22,28,0.786,12,32,44,21,5,5,14,16,105,0.581,0.532,0.359,0.359,33.3,72.7,55.0,56.8,5.6,11.6,13.4,117.2,97.1,d84bd7b5-df66-4f38-9198-92b59cefef3a,Home,MIA,1,30,80,0.375,12,37,0.324,15,18,0.833,12,24,36,22,9,1,18,22,87,0.495,0.45,0.463,0.225,27.3,66.7,45.0,73.3,10.0,2.0,17.0,97.1,117.2,ORL
34,74,0.459,11,29,0.379,20,30,0.667,8,26,34,25,7,0,15,17,99,0.568,0.534,0.392,0.405,21.1,74.3,46.6,73.5,7.6,0.0,14.7,108.1,137.6,ca15e330-2384-4de2-9c32-bba89d0aab8f,Home,CLE,0,45,80,0.563,20,38,0.526,16,22,0.727,9,30,39,29,10,4,12,20,126,0.702,0.688,0.475,0.275,25.7,78.9,53.4,64.4,10.9,8.9,11.8,137.6,108.1,ORL
38,81,0.469,9,34,0.265,21,29,0.724,9,31,40,21,8,4,11,14,106,0.565,0.525,0.42,0.358,20.9,77.5,48.2,55.3,8.4,8.2,10.5,110.6,111.7,c22fd720-03e0-431e-8daa-7e09a4906e3d,Away,MEM,0,42,90,0.467,15,41,0.366,8,13,0.615,9,34,43,30,9,7,14,21,107,0.559,0.55,0.456,0.144,22.5,79.1,51.8,71.4,9.4,14.9,12.8,111.7,110.6,ORL
41,92,0.446,12,36,0.333,19,26,0.731,11,29,40,30,12,7,10,21,113,0.546,0.511,0.391,0.283,25.0,82.9,50.6,73.2,12.2,11.9,8.8,114.6,99.3,77bf04b9-49ac-42c0-947c-754000f2d04d,Home,PHO,1,41,73,0.562,4,14,0.286,12,21,0.571,6,33,39,19,4,5,23,19,98,0.596,0.589,0.192,0.288,17.1,75.0,49.4,46.3,4.1,8.9,21.9,99.3,114.6,ORL
45,88,0.511,18,38,0.474,21,28,0.75,12,23,35,27,7,1,12,33,129,0.643,0.614,0.432,0.318,27.3,88.5,50.0,60.0,7.1,2.4,10.7,131.2,133.2,ee61c6a3-c111-4910-b384-5540efa941d4,Away,DAL,0,43,69,0.623,13,27,0.481,32,43,0.744,3,32,35,27,6,2,15,24,131,0.745,0.717,0.391,0.623,11.5,72.7,50.0,62.8,6.1,4.0,14.6,133.2,131.2,ORL
