fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Opponent,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,team
39,90,0.433,17,49,0.347,31,36,0.861,9,47,56,24,9,8,14,23,126,0.595,0.528,0.544,0.4,18.0,74.6,49.6,61.5,8.3,13.3,11.7,115.7,89.0,809ff5ee-3f7c-4f55-a855-c2d62ef83303,Home,UTA,1,34,94,0.362,6,34,0.176,23,34,0.676,16,41,57,23,11,2,18,24,97,0.445,0.394,0.362,0.362,25.4,82.0,50.4,67.6,10.1,4.9,14.2,89.0,115.7,BOS
46,90,0.511,16,41,0.39,10,19,0.526,13,43,56,26,6,6,18,20,118,0.6,0.6,0.456,0.211,31.7,81.1,59.6,56.5,6.0,12.0,15.5,118.3,101.2,e7b86b4a-594c-45c9-aaa3-cd7d6b453225,Away,IND,1,38,92,0.413,8,42,0.19,17,22,0.773,10,28,38,23,12,2,9,18,101,0.497,0.457,0.457,0.239,18.9,68.3,40.4,60.5,12.0,4.1,8.1,101.2,118.3,BOS
47,90,0.522,17,35,0.486,20,29,0.69,13,29,42,26,3,8,15,20,131,0.637,0.617,0.389,0.322,30.2,76.3,51.9,55.3,2.9,15.7,12.7,128.1,130.0,4bd3264f-cffc-4639-81f5-bd2a1d1bf66e,Away,IND,0,48,91,0.527,19,40,0.475,18,22,0.818,9,30,39,29,6,7,13,23,133,0.661,0.632,0.44,0.242,23.7,69.8,48.1,60.4,5.9,12.7,11.4,130.0,128.1,BOS
39,90,0.433,19,47,0.404,30,31,0.968,7,39,46,21,5,4,8,19,127,0.613,0.539,0.522,0.344,15.2,83.0,49.5,53.8,4.9,6.6,7.2,124.0,117.2,e204e75e-ab49-4564-bb64-c11ee5c489bd,Home,MIN,1,44,95,0.463,14,34,0.412,18,20,0.9,8,39,47,22,4,6,9,27,120,0.578,0.537,0.358,0.211,17.0,84.8,50.5,50.0,3.9,14.0,8.0,117.2,124.0,BOS
34,91,0.374,9,35,0.257,25,30,0.833,6,25,31,22,5,5,6,13,102,0.489,0.423,0.385,0.33,12.5,67.6,36.5,64.7,5.1,10.0,5.4,103.6,137.1,cb7264a9-d399-4681-865c-50d4bf7e544b,Away,MIL,0,52,92,0.565,18,42,0.429,13,16,0.813,12,42,54,34,3,6,11,22,135,0.682,0.663,0.457,0.174,32.4,87.5,63.5,65.4,3.0,10.7,10.0,137.1,103.6,BOS
51,95,0.537,24,47,0.511,19,25,0.76,10,40,50,26,7,8,12,21,145,0.684,0.663,0.495,0.263,22.2,72.7,50.0,51.0,6.6,11.6,10.2,135.9,105.9,8119d6e3-b0e0-4ce2-b227-9dbd9bd9d8f7,Home,HOU,1,40,99,0.404,7,30,0.233,26,30,0.867,15,35,50,20,10,3,13,18,113,0.504,0.439,0.303,0.303,27.3,77.8,50.0,50.0,9.4,6.3,10.4,105.9,135.9,BOS
33,82,0.402,16,39,0.41,23,25,0.92,5,48,53,20,3,7,13,16,105,0.565,0.5,0.476,0.305,10.4,84.2,50.5,60.6,3.0,11.1,12.3,104.8,95.9,7fab58b2-6e03-4bfa-a5c6-384c5d9de495,Away,TOR,1,38,95,0.4,4,32,0.125,16,21,0.762,9,43,52,25,6,2,7,21,96,0.46,0.421,0.337,0.221,15.8,89.6,49.5,65.8,6.0,4.7,6.3,95.9,104.8,BOS
42,90,0.467,18,38,0.474,15,19,0.789,12,42,54,22,5,6,14,15,117,0.595,0.567,0.422,0.211,28.6,79.2,56.8,52.4,5.1,10.2,12.5,120.4,100.9,df591111-1ce7-459a-b81c-1aecf3dd612b,Home,SAS,1,39,93,0.419,7,34,0.206,13,16,0.813,11,30,41,26,5,3,10,15,98,0.49,0.457,0.366,0.172,20.8,71.4,43.2,66.7,5.1,5.8,9.1,100.9,120.4,BOS
38,89,0.427,14,44,0.318,10,14,0.714,12,26,38,21,5,2,3,17,100,0.525,0.506,0.494,0.157,24.5,72.2,44.7,55.3,5.9,4.0,3.1,117.8,120.1,ce3b3e4e-3c9f-4faa-bb9d-a1f8c15d8460,Home,DEN,0,42,81,0.519,8,31,0.258,10,13,0.769,10,37,47,20,0,3,11,13,102,0.588,0.568,0.383,0.16,27.8,75.5,55.3,47.6,0.0,6.7,11.3,120.1,117.8,BOS
43,98,0.439,17,47,0.362,13,18,0.722,16,39,55,31,10,12,16,17,116,0.548,0.526,0.48,0.184,29.6,78.0,52.9,72.1,9.6,20.3,13.1,111.0,102.3,724ed93e-a89f-4153-beab-188384742d6e,Away,HOU,1,41,94,0.436,10,35,0.286,15,22,0.682,11,38,49,26,9,3,15,17,107,0.516,0.489,0.372,0.234,22.0,70.4,47.1,63.4,8.6,5.9,12.6,102.3,111.0,BOS
41,88,0.466,15,46,0.326,22,30,0.733,5,39,44,26,7,8,6,20,119,0.588,0.551,0.523,0.341,11.6,79.6,47.8,63.4,7.0,14.0,5.6,118.4,109.5,b32c355d-6f38-4763-938d-cb3b5406c642,Away,DAL,1,43,97,0.443,14,40,0.35,10,14,0.714,10,38,48,24,4,4,10,20,110,0.533,0.515,0.412,0.144,20.4,88.4,52.2,55.8,4.0,9.5,8.8,109.5,118.4,BOS
51,80,0.638,22,40,0.55,19,20,0.95,6,41,47,36,4,5,11,10,143,0.805,0.775,0.5,0.25,23.1,78.8,60.3,70.6,4.3,9.6,11.0,155.2,119.4,3b7b0bf3-0417-4330-a07e-0933f1a51b2e,Away,MIA,1,42,94,0.447,16,42,0.381,10,13,0.769,11,20,31,25,7,1,5,12,110,0.552,0.532,0.447,0.138,21.2,76.9,39.7,59.5,7.6,2.5,4.8,119.4,155.2,BOS
36,100,0.36,10,40,0.25,14,16,0.875,18,34,52,21,2,9,11,13,96,0.448,0.41,0.4,0.16,29.5,69.4,47.3,58.3,2.0,14.5,9.3,98.1,117.5,b36d9c1e-26d2-4ad6-89d2-e5b0e6e42480,Home,LAC,0,45,102,0.441,10,40,0.25,15,18,0.833,15,43,58,28,8,8,8,20,115,0.523,0.49,0.392,0.176,30.6,70.5,52.7,62.2,8.2,13.3,6.8,117.5,98.1,BOS
43,85,0.506,17,46,0.37,15,20,0.75,6,34,40,27,7,5,11,15,118,0.629,0.606,0.541,0.235,16.2,79.1,50.0,62.8,7.2,8.9,10.5,121.1,115.0,79c222b5-8a8b-4fcd-a2df-4a7519af5bfb,Home,NOP,1,46,91,0.505,10,35,0.286,10,13,0.769,9,31,40,21,7,6,12,14,112,0.579,0.56,0.385,0.143,20.9,83.8,50.0,45.7,7.2,15.4,11.0,115.0,121.1,BOS
47,87,0.54,17,36,0.472,18,22,0.818,7,33,40,25,6,9,12,16,129,0.667,0.638,0.414,0.253,18.4,63.5,44.4,53.2,6.0,13.0,11.0,129.5,124.5,34959605-6fee-4b5c-8ba8-67baec24b083,Home,IND,1,50,108,0.463,12,39,0.308,12,15,0.8,19,31,50,33,4,2,8,21,124,0.541,0.519,0.361,0.139,36.5,81.6,55.6,66.0,4.0,3.9,6.5,124.5,129.5,BOS
41,97,0.423,16,48,0.333,7,7,1.0,14,40,54,30,4,12,15,19,105,0.525,0.505,0.495,0.072,27.5,72.7,50.9,73.2,4.1,20.7,13.0,108.6,117.9,e9c78eae-6fea-4f17-a609-0cfa77d89cfd,Home,LAL,0,38,94,0.404,19,36,0.528,19,26,0.731,15,37,52,30,11,2,7,8,114,0.541,0.505,0.383,0.277,27.3,72.5,49.1,78.9,11.4,4.1,6.2,117.9,108.6,BOS
48,99,0.485,19,51,0.373,16,18,0.889,17,40,57,30,12,4,11,13,131,0.613,0.581,0.515,0.182,36.2,71.4,55.3,62.5,12.2,7.4,9.3,133.1,92.5,38d19258-121f-48aa-8ada-266817cde868,Home,MEM,1,35,92,0.38,11,38,0.289,10,12,0.833,16,30,46,19,5,3,20,15,91,0.468,0.44,0.413,0.13,28.6,63.8,44.7,54.3,5.1,6.3,17.1,92.5,133.1,BOS
49,93,0.527,17,49,0.347,10,11,0.909,6,39,45,33,6,9,14,16,125,0.639,0.618,0.527,0.118,14.3,75.0,47.9,67.3,5.8,14.8,12.5,120.3,112.6,37b3c804-5e2e-4299-8896-096a3e30fe05,Home,ATL,1,43,102,0.422,13,41,0.317,18,20,0.9,13,36,49,24,8,2,9,13,117,0.528,0.485,0.402,0.196,25.0,85.7,52.1,55.8,7.7,4.5,7.5,112.6,120.3,BOS
48,92,0.522,11,34,0.324,26,28,0.929,9,40,49,25,9,5,13,17,133,0.637,0.582,0.37,0.304,20.9,88.9,55.7,52.1,8.3,10.4,11.1,123.3,119.6,391605d4-11aa-447a-9488-222a473a9545,Home,WAS,1,45,95,0.474,20,47,0.426,19,21,0.905,5,34,39,32,8,1,12,25,129,0.619,0.579,0.495,0.221,11.1,79.1,44.3,71.1,7.4,1.7,10.3,119.6,123.3,BOS
41,81,0.506,16,39,0.41,12,17,0.706,6,36,42,27,1,9,11,13,110,0.622,0.605,0.481,0.21,16.2,72.0,48.3,65.9,1.1,15.8,11.1,119.1,114.7,287ac155-5adc-41ff-b047-5777f7f3f144,Away,MIA,1,40,97,0.412,12,40,0.3,14,15,0.933,14,31,45,21,4,2,7,14,106,0.512,0.474,0.412,0.155,28.0,83.8,51.7,52.5,4.3,4.8,6.3,114.7,119.1,BOS
