fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,Location,Opponent,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,opp_Opponent
40,82,0.488,10,27,0.37,31,40,0.775,10,37,47,27,7,7,14,20,121,0.607,0.549,0.329,0.488,21.7,77.1,50.0,67.5,6.9,12.7,12.3,119.6,105.8,Home,MIN,40,91,0.44,13,36,0.361,14,19,0.737,11,36,47,26,5,3,14,28,107,0.538,0.511,0.396,0.209,22.9,78.3,50.0,65.0,4.9,5.5,12.4,105.8,119.6,NOP
50,96,0.521,16,34,0.471,26,30,0.867,10,36,46,30,11,3,10,17,142,0.65,0.604,0.354,0.313,25.0,92.3,58.2,60.0,10.5,7.9,8.4,135.9,116.7,Away,WAS,42,82,0.512,19,44,0.432,19,24,0.792,3,30,33,28,7,6,15,16,122,0.659,0.628,0.537,0.293,7.7,75.0,41.8,66.7,6.7,9.7,13.9,116.7,135.9,NOP
38,80,0.475,9,27,0.333,27,32,0.844,11,38,49,24,4,5,16,17,112,0.595,0.531,0.338,0.4,26.2,82.6,55.7,63.2,4.1,8.2,14.5,114.3,109.2,Away,CHO,41,92,0.446,9,31,0.29,16,21,0.762,8,31,39,18,7,4,8,24,107,0.528,0.495,0.337,0.228,17.4,73.8,44.3,43.9,7.1,7.5,7.3,109.2,114.3,NOP
55,98,0.561,22,42,0.524,14,22,0.636,11,40,51,38,11,3,15,19,146,0.678,0.673,0.429,0.224,26.8,81.6,56.7,69.1,10.3,5.8,12.2,136.3,102.7,Away,SAS,40,94,0.426,15,42,0.357,15,21,0.714,9,30,39,29,6,6,13,15,110,0.533,0.505,0.447,0.223,18.4,73.2,43.3,72.5,5.6,10.7,11.2,102.7,136.3,NOP
40,85,0.471,11,25,0.44,22,24,0.917,11,28,39,23,4,3,11,23,113,0.591,0.535,0.294,0.282,27.5,68.3,48.1,57.5,4.2,5.9,10.3,118.9,121.0,Home,MEM,41,82,0.5,10,31,0.323,23,29,0.793,13,29,42,19,5,7,18,19,115,0.607,0.561,0.378,0.354,31.7,72.5,51.9,46.3,5.3,11.7,16.0,121.0,118.9,NOP
47,86,0.547,15,35,0.429,14,16,0.875,7,33,40,32,7,4,9,15,123,0.661,0.634,0.407,0.186,19.4,84.6,53.3,68.1,7.5,9.3,8.8,130.9,110.7,Away,CLE,41,87,0.471,17,44,0.386,5,8,0.625,6,29,35,34,4,3,12,13,104,0.574,0.569,0.506,0.092,15.4,80.6,46.7,82.9,4.3,5.9,11.7,110.7,130.9,NOP
38,82,0.463,8,31,0.258,20,29,0.69,13,33,46,21,9,7,16,22,104,0.549,0.512,0.378,0.354,29.5,71.7,51.1,55.3,9.5,13.2,14.4,109.8,111.9,Home,HOU,35,82,0.427,9,29,0.31,27,35,0.771,13,31,44,21,9,2,12,20,106,0.544,0.482,0.354,0.427,28.3,70.5,48.9,60.0,9.5,3.9,11.0,111.9,109.8,NOP
42,97,0.433,10,31,0.323,21,33,0.636,10,36,46,18,12,6,15,26,115,0.516,0.485,0.32,0.34,19.2,81.8,47.9,42.9,10.7,13.6,11.9,102.3,103.2,Home,MEM,39,90,0.433,11,46,0.239,27,32,0.844,8,42,50,24,10,17,18,24,116,0.557,0.494,0.511,0.356,18.2,80.8,52.1,61.5,8.9,25.8,14.7,103.2,102.3,NOP
45,82,0.549,10,27,0.37,12,15,0.8,6,29,35,27,10,7,15,19,112,0.632,0.61,0.329,0.183,19.4,63.0,45.5,60.0,10.5,15.2,14.5,117.9,110.5,Home,UTA,36,85,0.424,12,39,0.308,21,25,0.84,17,25,42,27,5,3,19,15,105,0.547,0.494,0.459,0.294,37.0,80.6,54.5,75.0,5.3,5.5,16.5,110.5,117.9,NOP
45,87,0.517,17,34,0.5,22,27,0.815,12,35,47,33,9,6,13,22,129,0.652,0.615,0.391,0.31,27.9,89.7,57.3,73.3,9.1,12.0,11.6,129.9,109.8,Home,LAL,39,82,0.476,10,32,0.313,21,25,0.84,4,31,35,26,8,10,13,15,109,0.586,0.537,0.39,0.305,10.3,72.1,42.7,66.7,8.1,18.9,12.3,109.8,129.9,NOP
